date,text,rating,translated_text
2023-08-20,"Already paid for 1 year subscription, suddenly need to relogin after update it and cannot login due to OTP not received.

Do not subscribe, this app is scam. Netflix is much better than this.",1,"Sudah bayar langganan 1 tahun, tiba-tiba harus login ulang setelah update dan tidak bisa login karena OTP tidak diterima.

Jangan berlangganan, aplikasi ini scam. Netflix jauh lebih baik dari ini."
2023-08-18,"Kesini karena series Marvel.
Free subscription lagi dong sama tsel.",5,"Kesini karena series Marvel.
Free subscription lagi dong sama tsel."
2023-08-20,Kode otp ga masuk masuk,1,Kode otp ga masuk masuk
2023-08-20,"In the apple TV app, i often encountered the problem where the movie is playing but it only showed black screen with audio on. Please fix this.
I think both the TV and the handheld (iPad/iPhone) app are missing shareplay feature.",2,"Di aplikasi apple TV, saya sering menemui masalah saat film diputar tetapi hanya menampilkan layar hitam dengan audio aktif. Tolong perbaiki ini.
Saya rasa aplikasi TV dan perangkat genggam (iPad/iPhone) tidak memiliki fitur shareplay."
2023-08-19,Gabisa nerima otp padhala jaringan stabil,1,Gabisa nerima otp padhala jaringan stabil
2023-08-17,"tolong ini kenapa aku bru aja download apk tpi gk bsa login, masa salah trs no hp sih",5,"tolong ini kenapa aku bru aja download apk tpi gk bsa login, masa salah trs no hp sih"
2023-08-17,"I subscribe for 1 years and I only use for half months and it’s not work anymore, it’s just login out and can’t login again ,so disappointed",1,"Saya berlangganan 1 tahun dan saya hanya menggunakannya setengah bulan dan tidak berfungsi lagi, hanya login dan tidak bisa login lagi, sangat kecewa"
2023-08-03,Please add Arabic language,2,Silakan tambahkan bahasa Arab
2023-08-14,"Nonton di tv udah kayak nonton pake dvd bajakan, putus-putus dan gak ada suaranya. Payah sekali. Udah langganan setahun padahal👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,"Nonton di tv udah kayak nonton pake dvd bajakan, putus-putus dan gak ada suaranya. Payah sekali. Udah langganan setahun padahal👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻"
2023-08-13,"Mau log in aja gk bisa, gmn mau log out nya tolol aplikasi, BODOH",1,"Mau log in aja gk bisa, gmn mau log out nya tolol aplikasi, BODOH"
2023-08-10,I just go abroad for vacation but I can’t open my subscription because here is not available. So I have to make new subscription from other regions. We’re not allowed to use VPN also.,1,Saya hanya pergi berlibur ke luar negeri tetapi saya tidak bisa membuka langganan karena di sini tidak tersedia. Jadi saya harus berlangganan baru dari wilayah lain. Kami juga tidak diperbolehkan menggunakan VPN.
2023-08-09,"Coba deh diganti login pake email, pake nomor hp susah banget kode OTP gak jelas udah berkali2 gak masuk padahal sinyal bagus, pulsa banyak, wifi kenceng…sampe udah restart HP berkali2 tetep aja kode OTP gak masuk 😓",1,"Coba ganti loginnya dengan email, susah banget kalau pakai nomor hp, kode otpnya tidak jelas, tidak masuk berkali-kali, padahal sinyalnya bagus, pulsanya banyak, wifinya kencang.. walaupun hp direstart berkali-kali, kode otp tetap tidak masuk 😓"
2023-08-08,"Can’t login on the phone, and it’s veeeerrrryyyy slooooww. not properly maintained 👎🏻",1,"Ga bisa login di hp, dan veeeerrrryyyy sloooooww. tidak dirawat dengan baik 👎🏻"
2023-08-08,Min minta tolong benerin atau balikin ke versi lama 😭😭😭 w terlanjur cinta sm ni apk 😭😭😭,1,Min minta tolong benerin atau balikin ke versi lama 😭😭😭 w terlanjur cinta sm ni apk 😭😭😭
2023-08-06,"it was very difficult for me to unsubscribe from disney hotstar. i’ve been mailing the admin several times, but they won’t just simplify and assist me to unsubscribe from google play! thumbs down!",1,"sangat sulit bagi saya untuk berhenti berlangganan disney hotstar. Saya telah mengirimkan email kepada admin beberapa kali, tetapi mereka tidak hanya menyederhanakan dan membantu saya untuk berhenti berlangganan dari Google Play! jempol ke bawah!"
2023-08-02,"Many people can't login easily to disney because request otp, please make another option to login, barcode, email and password, or something.

And if you wanna change number you should email? With no example how to sent email about change number? Come on, make it easy bro.

And if this app still wanna just using otp to login or sign up, make it easy to get the otp!!",1,"Banyak orang yang tidak bisa login dengan mudah ke disney karena request otp, silahkan buat pilihan lain untuk login, barcode, email dan password, atau apalah.

Dan jika Anda ingin mengganti nomor, Anda harus mengirim email? Tanpa contoh bagaimana cara mengirim email tentang ganti nomor? Yuk, dimudahkan gan.

Dan jika aplikasi ini masih ingin menggunakan otp saja untuk login atau mendaftar, permudahlah untuk mendapatkan otp tersebut!!"
2023-07-29,Busuk,1,Busuk
2023-07-05,Theservice is good friendly and kind,5,Pelayanannya baik ramah dan baik hati
2023-07-29,"Susah dapet kode otp tidak bisa masuk, pdahal sudah berlangganan",1,"Susah dapet kode otp tidak bisa masuk, pdahal sudah berlangganan"
2023-07-26,Mau login susah bgt. Kode otp ngga kekirim kirim. Niatnya beli paket hotstar buat hiburan malah bikin emosi.,1,Mau login susah bgt. Kode otp ngga kekirim kirim. Niatnya beli paket hotstar buat hiburan malah bikin emosi.
2023-07-25,"Saya sudah beli paket melalui my telkomsel dan pembayaran berhasil, tetapi ketika masuk di aplikasi disney status masih pengguna gratis gmna ini?",2,"Saya sudah beli paket melalui my telkomsel dan pembayaran berhasil, tetapi ketika masuk di aplikasi disney status masih pengguna gratis gmna ini?"
2023-07-24,"Setelah di perbaruin malah banyakkk bugggg, lemottt bgttt berattt, sering ngelag, mending gausah ada pembaruan deh klo tambah ngelag begini 😔",3,"Setelah di perbaruin malah banyakkk bugggg, lemottt bgttt berattt, sering ngelag, mending gausah ada pembaruan deh klo tambah ngelag begini 😔"
2023-07-19,"Baru juga download udah error aja, padahal mau nonton 911",1,"Baru juga download udah error aja, padahal mau nonton 911"
2023-07-13,"sangat susah buat download film, kadang lama bgt nge download padahal jaringan bagus, kadang juga download udah mau selesai langsung eror",1,"sangat susah buat download film, kadang lama bgt nge download padahal jaringan bagus, kadang juga download udah mau selesai langsung eror"
2023-07-07,It’s been a month I cannot make payment or connect to tv. Does anybody know how to fix it?,1,Sudah sebulan saya tidak bisa melakukan pembayaran atau konek ke tv. Adakah yang tahu cara memperbaikinya?
2023-07-07,Why i cant subscribe? Its written the product is unavailable,3,Mengapa saya tidak bisa berlangganan? Tertulis produknya tidak tersedia
2023-06-26,Ah finally the UI feels smooth and lite love it,5,Ah akhirnya UI-nya terasa halus dan sedikit menyukainya
2023-06-29,720 feel 480 fr and maybe y’all can add 1080 at laptop,2,720 terasa 480 fr dan mungkin kalian bisa menambahkan 1080 di laptop
2023-06-24,Sangat membantu sekali,5,Sangat membantu sekali
2023-06-25,Why it is hard to find movies based on their genre. Better to fix the UI UX of this apps,1,Mengapa sulit menemukan film berdasarkan genrenya. Lebih baik memperbaiki UI UX aplikasi ini
2023-06-17,Can't download the new version even though I've subscribed?,4,Tidak dapat mengunduh versi baru meskipun saya sudah berlangganan?
2023-06-17,"Since i updated to newest version, it always buffer when i watch movie, my provider conections are good but this app always buffer. why?",1,"Sejak saya memperbarui ke versi terbaru, selalu buffering ketika saya menonton film, koneksi penyedia saya bagus tetapi aplikasi ini selalu buffer. Mengapa?"
2023-06-13,Paket berlangganan telah di bayar melalui appstore tapi status berlangganan nya tidak berubah masih terdaftar pengguna gratis. Tolong bantuannya,4,Paket berlangganan telah di bayar melalui appstore tapi status berlangganan nya tidak berubah masih terdaftar pengguna gratis. Tolong bantuannya
2023-06-16,Please developer aplikasi ini tolong dong di bikin aplikasinya jangan berat banget🙏🏻 lama banget loadingnya cuma nunggu mau buka doang,1,Please developer aplikasi ini tolong dong di bikin aplikasinya jangan berat banget🙏🏻 lama banget loadingnya cuma nunggu mau buka doang
2023-06-09,"Aplikasinya bagus, kurang nya karena gak bisa langsung connect ke tv",4,"Aplikasinya bagus, kurang nya karena gak bisa langsung connect ke tv"
2023-06-12,"When you travel to another country cannot use it, only based on your country register 👎🏼!",2,"Saat Anda bepergian ke negara lain tidak dapat menggunakannya, hanya berdasarkan registrasi negara Anda 👎🏼!"
2023-06-09,"udah bayar langganan , di appstore juga udah ada struknya tapi di appnya tetep ga bisa nonton masi pengguna gratis ni kek mana si ga jelas",1,"udah bayar langganan , di appstore juga udah ada struknya tapi di appnya tetep ga bisa nonton masi pengguna gratis ni kek mana si ga jelas"
2023-06-02,UI barunya bagus,5,UI barunya bagus
2023-06-09,"Kok reviewnya tuh jelek2 yaaa, padahal bagus2 Aja, cuman Iyaaa minusnya cuman 1 ga bisa di streaming Ke tv Aja",4,"Kok reviewnya tuh jelek2 yaaa, padahal bagus2 Aja, cuman Iyaaa minusnya cuman 1 ga bisa di streaming Ke tv Aja"
2023-06-08,please add speed feature in watching,1,tolong tambahkan fitur kecepatan dalam menonton
2023-06-08,Always log out every day,2,Selalu logout setiap hari
2023-06-07,"Kualitas streamingnya tidak stabil, sudah set ke full hd 1080p tapi resolusi tetap naik turun.",1,"Kualitas streamingnya tidak stabil, sudah set ke full hd 1080p tapi resolusi tetap naik turun."
2023-06-05,"Saya sudah bayar dri paket telkomsel,knpa saya harus berlanggana lagi padahal saya berlangganan melalui nomor paket saya ini gimana sihhhh",1,"Saya sudah bayar dri paket telkomsel,knpa saya harus berlanggana lagi padahal saya berlangganan melalui nomor paket saya ini gimana sihhhh"
2023-06-05,Cok aku bayar 40 ribu malah disuruh bayar lagi nyinkk,1,Cok aku bayar 40 ribu malah disuruh bayar lagi nyinkk
2023-06-04,"Watched movie stuck at continue watching.
Watch movie till the end, the timer/progress bar says x hour xx minutes left (same with movie length) or xx minues left.

Cannot remove movie from continue watching, the app says removed from continue watching, but in a few seconds it reappears.

Watched series not advancing in continue watching, return to last watched episode.",2,"Film yang ditonton terhenti saat melanjutkan menonton.
Tonton film hingga selesai, pengatur waktu/bilah kemajuan menunjukkan sisa x jam xx menit (sama dengan durasi film) atau xx menit tersisa.

Tidak dapat menghapus film dari melanjutkan menonton, aplikasi mengatakan dihapus dari melanjutkan menonton, tetapi dalam beberapa detik film itu muncul kembali.

Serial yang ditonton tidak berlanjut dalam melanjutkan menonton, kembali ke episode yang terakhir ditonton."
2023-06-04,"harusnya semakin di permudah untuk mendapatkan kode otp lewat whatsapp ataupun email bukan malah tetap menggunakan sms yg kodenya tidak masuk saya kali ini bener” kecewa sm apk movie satu ini saya langganan uda setaun tapi masalah kyk gini trs terjadi dan blm ada update sm sekali tolong lah saya juga pake apk apple movie , netflix, prime video tapi masalah kode otp selalu terjadi hanya di disney kenapa ?",1,"harusnya semakin di permudah untuk mendapatkan kode otp lewat whatsapp ataupun email bukan malah tetap menggunakan sms yg kodenya tidak masuk saya kali ini bener” kecewa sm apk movie satu ini saya langganan uda setaun tapi masalah kyk gini trs terjadi dan blm ada update sm sekali tolong lah saya juga pake apk apple movie , netflix, prime video tapi masalah kode otp selalu terjadi hanya di disney kenapa ?"
2023-06-04,List continue watching always appears although it has been deleted many times,3,Daftar lanjutkan menonton selalu muncul meski sudah dihapus berkali-kali
2023-06-03,Can you please help? I have been subscribing for 1 year in order to watch on my tv. I am using xiaomi mibox on the living room and on my bedroom. It always says unable to play. I am using balifiber. But I can play it on my mobile phone. Need help,2,Bisakah Anda membantu? Saya telah berlangganan selama 1 tahun untuk menonton di TV saya. Saya menggunakan xiaomi mibox di ruang tamu dan di kamar tidur saya. Selalu tertulis tidak bisa bermain. Saya menggunakan balifiber. Tapi saya bisa memainkannya di ponsel saya. Butuh bantuan
2023-06-01,"Customer service-nya gesit dan support.
Pernah bermasalah karena ganti nomor hp, padahal sudah langganan per tahun. Tidak sampai sehari, asal kita juga cepat melakukannya, akun Disney+ bisa digunakan. Mantap. Terima kasih atas pelayanannya yg memuaskan. 👍🏻🙏🏻",5,"Customer service-nya gesit dan support.
Pernah bermasalah karena ganti nomor hp, padahal sudah langganan per tahun. Tidak sampai sehari, asal kita juga cepat melakukannya, akun Disney+ bisa digunakan. Mantap. Terima kasih atas pelayanannya yg memuaskan. 👍🏻🙏🏻"
2023-06-01,"Tolong tambahkan speed(kecepatan untuk menonton) bagi orang seperti saya yang suka menonton 2x di Youtube dan 1.5x di netflix. Pada aplikasi ini sangat lama hanya 1x, sehingga habis waktu saya untuk menonton serial yang saya suka",3,"Tolong tambahkan speed(kecepatan untuk menonton) bagi orang seperti saya yang suka menonton 2x di Youtube dan 1.5x di netflix. Pada aplikasi ini sangat lama hanya 1x, sehingga habis waktu saya untuk menonton serial yang saya suka"
2023-05-31,Bagus,5,Bagus
2023-05-23,untuk kumpulan film animasi cukup lengkap dan bagus” playlist nya😇😇😇,5,untuk kumpulan film animasi cukup lengkap dan bagus” playlist nya😇😇😇
2023-05-31,Code otp ga masuk masuk,1,Code otp ga masuk masuk
2023-05-21,"New UI/UX is incridible. Very outstanding update, i really appreciate 👍 Nice work",5,"UI/UX baru sungguh luar biasa. Pembaruan yang sangat luar biasa, saya sangat menghargai 👍 Kerja bagus"
2023-05-23,"Resolve an issue took lots of things— not easy.

I am out..",2,"Menyelesaikan suatu masalah memerlukan banyak hal—tidak mudah.

aku keluar.."
2023-05-20,"udah beli paket combo sakti yg ada langganan disnep+ hotstar nya sebulan, tapi tetap gabisa ditonton, pengaktifan paket nya ga kelar’ niat kerja sama ga si?",2,"udah beli paket combo sakti yg ada langganan disnep+ hotstar nya sebulan, tapi tetap gabisa ditonton, pengaktifan paket nya ga kelar’ niat kerja sama ga si?"
2023-05-19,"Koneksi jaringan telepon sangat baik, koneksi internet saya juga sangat baik, tapi OTP nya ga masuk2. Susah bgt mau login!!! Bahkan udah restart hp masih jga ga masuk kode OTP nya. Tolong dong diperbaiki, sekelas Disney hotstar masa iya problem perihal OTP doang!!!",1,"Koneksi jaringan telepon sangat baik, koneksi internet saya juga sangat baik, tapi OTP nya ga masuk2. Susah bgt mau login!!! Bahkan udah restart hp masih jga ga masuk kode OTP nya. Tolong dong diperbaiki, sekelas Disney hotstar masa iya problem perihal OTP doang!!!"
2023-05-17,"I think you need to recommending your series film to the home page more, likes the mandalorians or anything likes that, so we don’t need to search film",5,"Saya rasa Anda perlu lebih merekomendasikan film serial Anda ke halaman beranda, menyukai mandalorian atau semacamnya, jadi kami tidak perlu mencari film"
2023-05-19,Saya coba log in tapi ga muncul kode otp ke nomor hp saya,2,Saya coba log in tapi ga muncul kode otp ke nomor hp saya
2023-05-18,"Just updated to the latest version and it says “connection error, looks like you’re connecting through vpn etc.” But I’m not connected to vpn. When I use wifi it doesn’t work anymore, but phone data works. Whyyyyyy?",2,"Baru saja diperbarui ke versi terbaru dan muncul tulisan ""kesalahan koneksi, sepertinya Anda terhubung melalui vpn, dll."" Tapi saya tidak terhubung ke VPN. Kalau saya pakai wifi tidak berfungsi lagi, tapi data ponsel berfungsi. Kenapayyyy?"
2023-05-17,"adain fitur speed 1,5 dong",5,"adain fitur speed 1,5 dong"
2023-05-16,i rlly love the new ui,5,saya sangat menyukai ui baru
2023-05-13,Kualitas gambar bagus,5,Kualitas gambar bagus
2023-05-16,kenapa error terus ya? nggak bisa di putar filmnya padahal sudah berlangganan 🙂,3,kenapa error terus ya? nggak bisa di putar filmnya padahal sudah berlangganan 🙂
2023-05-16,Tambahkan film yang menggunakan IMAX seperti film Marvel.,4,Tambahkan film yang menggunakan IMAX seperti film Marvel.
2023-05-15,Why do we need mobile phone number for an account instead of email? It’s easier for us to use email. I traveled a lot and I had to put on simcard when I want to log in to my disney. Please make it easy for us to access our account.,1,"Mengapa kita memerlukan nomor ponsel untuk sebuah akun, bukan email? Lebih mudah bagi kita untuk menggunakan email. Saya sering bepergian dan saya harus memakai kartu sim ketika saya ingin masuk ke Disney saya. Mohon kemudahan bagi kami untuk mengakses akun kami."
2023-05-14,"gambarnya suka gak hd padahal internet mantap, suara suka ilang gajelas bgt",3,"gambarnya suka gak hd padahal internet mantap, suara suka ilang gajelas bgt"
2023-05-13,this pc organization intentionally makes this apps not working on external display!,1,organisasi pc ini sengaja membuat aplikasi ini tidak berfungsi di layar eksternal!
2023-05-09,Makin mahal dong biaya langganannya,5,Makin mahal dong biaya langganannya
2023-05-10,kok malah minta bayar kan netflix bagus  ga bayar Jangan Bayar!!,1,kok malah minta bayar kan netflix bagus  ga bayar Jangan Bayar!!
2023-05-09,No sensor ga baik untuk anak2 tidak sesuai judulnya disney,1,No sensor ga baik untuk anak2 tidak sesuai judulnya disney
2023-05-06,Ini kenapa ga ada kode OTP nya berkali kali nyoba padahal no hp fine” aja tolong dong susah mau nonton padahal udah berlangganan masa iya ga bisa login rugi dong,3,"Makanya kode otpnya gak ada, aku udah coba berkali-kali tp gak ada hp baiklah"" mohon bantuannya, nontonnya susah padahal udah subscribe gak bisa login, aku kalah"
2023-05-07,pemutaran vidio nya kok bermasalah,2,pemutaran vidio nya kok bermasalah
2023-05-03,Kenapa ini sekarang saya mau nonton tidak bisa  malah eror padahal saya sudah berlangganan selama setahun tpi knp begini?,2,Kenapa ini sekarang saya mau nonton tidak bisa  malah eror padahal saya sudah berlangganan selama setahun tpi knp begini?
2023-05-05,Don’t receieve the OTP. I already check my phone number is corret it’s so annoying,1,"Tidak menerima OTP. Saya sudah memeriksa apakah nomor telepon saya benar, itu sangat menjengkelkan"
2023-05-04,Kok sy Ga dapet otp sih udh berkali2 coba. pdhl app lain bisa dpt otp. app ga guna.,1,Kok sy Ga dapet otp sih udh berkali2 coba. pdhl app lain bisa dpt otp. app ga guna.
2023-05-03,"I have paid an annual plan subscription but every time i want to watch movie, a menu of payment appears. Logging out and back logging in doesn’t work. Restoring subscription doesn’t work either. What should I do?",1,"Saya sudah membayar langganan paket tahunan tetapi setiap kali saya ingin menonton film, menu pembayaran muncul. Logout dan login kembali tidak berhasil. Memulihkan langganan juga tidak berhasil. Apa yang harus saya lakukan?"
2023-04-11,"Woww mantapp , filmnya lengkap dan biaya layanan tidak mahal 🤩",5,"Woww mantapp , filmnya lengkap dan biaya layanan tidak mahal 🤩"
2023-05-03,Saya mau daftar dan berlangganan tapi kenapa saat memasukkan nomor HP tidak mendapat kode OTP baik sms atau telp,1,Saya mau daftar dan berlangganan tapi kenapa saat memasukkan nomor HP tidak mendapat kode OTP baik sms atau telp
2023-05-01,Can not play the movies  even already subscreation,4,Tidak bisa memutar film padahal sudah subkreasi
2023-04-30,"Aplikasiii woii, batalin langganan aja susahh joh",1,"Aplikasiii woii, batalin langganan aja susahh joh"
2023-04-30,kalau nonton di laptop atau smart tv subtitlenya kecil sekali.. mengancam kebutaan ya kan.. tolong dibesarkan dong sewajarnyaa jangan terlalu kecil,2,kalau nonton di laptop atau smart tv subtitlenya kecil sekali.. mengancam kebutaan ya kan.. tolong dibesarkan dong sewajarnyaa jangan terlalu kecil
2023-04-29,Interface can be better but the most annoying part is the automatic play of next movie without any permission.,3,Antarmuka bisa lebih baik tetapi bagian yang paling menjengkelkan adalah pemutaran otomatis film berikutnya tanpa izin apa pun.
2023-04-28,Tidak ada dark mode segera dibuat dan untuk downloadnya dibuat perseries sehingga tidak susah mendownload satu persatu,4,Tidak ada dark mode segera dibuat dan untuk downloadnya dibuat perseries sehingga tidak susah mendownload satu persatu
2023-04-21,Mau login aja susah banget sih. Udah berlangganan giliran mau login tapi kode OTPnya gak dikirim2. Udah coba restart hp tetap aja gak ngaruh. Coba via call gak ada juga panggilan masuk. Balikin 20rb gue sini!,2,Mau login aja susah banget sih. Udah berlangganan giliran mau login tapi kode OTPnya gak dikirim2. Udah coba restart hp tetap aja gak ngaruh. Coba via call gak ada juga panggilan masuk. Balikin 20rb gue sini!
2023-04-19,Ga bisa dibuka sama sekali. Jadi males beli aplikasi ini. Padahal rekomended buat keluarga banget,1,Ga bisa dibuka sama sekali. Jadi males beli aplikasi ini. Padahal rekomended buat keluarga banget
2023-04-19,Bugs Solved.,4,Bug Terpecahkan.
2023-04-19,"Parah.. udah berlangganan, eh malah gak bisa buka dari TV.. payah",1,"Parah.. udah berlangganan, eh malah gak bisa buka dari TV.. payah"
2023-04-16,"improve your bad server, disney!",1,"perbaiki server burukmu, disney!"
2023-04-16,apakah ini harus berbayar?,2,apakah ini harus berbayar?
2023-04-14,"can't login on my tablet because of the OTP. if only the login option was also available for email, that would be good since I'm using wifi only iPad. installing this app is useless if I can't even 
login",2,"tidak bisa login di tablet saya karena OTP. jika saja opsi login juga tersedia untuk email, itu bagus karena saya hanya menggunakan wifi iPad. memasang aplikasi ini percuma saja kalau saya pun tidak bisa 
masuk"
2023-03-31,"Hi, please add feature to password lock kids mode. No point in having kids mode but your kids can easily switch it back to normal mode",3,"Hai, harap tambahkan fitur ke mode kunci kata sandi anak. Tidak ada gunanya memiliki mode anak-anak tetapi anak-anak Anda dapat dengan mudah mengalihkannya kembali ke mode normal"
2023-04-09,Sudah beli paket disney+ hotstar dri telkomsel saldo udah kepotong malah nggak bisa aktif padahal waktu itu langsung bisa. TOLONG DIPERBAIKI & KEMBALIKAN UANG SAYA!,1,Sudah beli paket disney+ hotstar dri telkomsel saldo udah kepotong malah nggak bisa aktif padahal waktu itu langsung bisa. TOLONG DIPERBAIKI & KEMBALIKAN UANG SAYA!
2023-04-05,"Video yg udah di download malah gak bisa di putar ngabisinn kuota aja bangkee2, gak guna sumpah",1,"Video yg udah di download malah gak bisa di putar ngabisinn kuota aja bangkee2, gak guna sumpah"
2023-04-03,Mau login pas mau nnton ke tv minta kode otp tapi ga muncul” trus mana udh langganan 1 taun lgi,1,"mau login pas mau nonton di tv, minta kode otp nya tapi gak muncul"" lalu langganan 1 tahun lagi dimana"
2023-04-03,Sudah coba berkali kali masih ga dapetin kode OTO. Sampe pake beberapa nomer pun juga sama,1,Saya sudah mencobanya berkali-kali dan masih belum bisa mendapatkan kode OTO. Bahkan menggunakan beberapa nomor pun juga sama
2023-03-30,"the movies was too dark, but sometimes it brighter itself, but mostly its darker. idc about HDR, i just want to watch movies with good quality and BRIGHTER SCREEN",2,"filmnya terlalu gelap, tapi terkadang lebih terang, tapi sebagian besar lebih gelap. idc tentang HDR, saya hanya ingin menonton film dengan kualitas bagus dan LAYAR LEBIH CERAH"
2023-03-11,You can add 1080 for great quality,5,Anda dapat menambahkan 1080 untuk kualitas yang bagus
2023-03-29,add dark mode will be nice touch,3,menambahkan mode gelap akan menjadi sentuhan yang bagus
2023-03-28,"kualitasnya padahal sudah hd tapi kenapa masih buram, dan film nya juga tidak terlalu banyak",2,"kualitasnya padahal sudah hd tapi kenapa masih buram, dan film nya juga tidak terlalu banyak"
2023-03-21,"Sudah mau habis bulan ini dikasih solusi coba berkala , tapi OTP tidak pernah masuk , disalahin nomor atau device kita. Padahal OTP App lain aman saja . 
Auto Unsubscribe for a long time and definitely all the humans I’ve ever  met must listen to my bad experience use this App.",1,"Sudah mau habis bulan ini dikasih solusi coba berkala , tapi OTP tidak pernah masuk , disalahin nomor atau device kita. Padahal OTP App lain aman saja . 
Auto Unsubscribe for a long time and definitely all the humans I’ve ever  met must listen to my bad experience use this App."
2023-03-21,"Otp ga bisa masuk, pakai via call juga gabisa",1,"Otp ga bisa masuk, pakai via call juga gabisa"
2023-03-18,Sudah bayar dan beli paketan di telkomsel gabisa nonton,1,Sudah bayar dan beli paketan di telkomsel gabisa nonton
2023-03-17,"jelek banget jangan langganan kapok, koneksi pdhal lancar banget tp tiap nonton buffer terus, jalan 2menit buffer 10menit. nonton 1 episode 30menit bisa kelar dalam 3jam lebih keterlaluan sih. jd males nontonnya.",1,"jelek banget jangan langganan kapok, koneksi pdhal lancar banget tp tiap nonton buffer terus, jalan 2menit buffer 10menit. nonton 1 episode 30menit bisa kelar dalam 3jam lebih keterlaluan sih. jd males nontonnya."
2023-03-16,"Come on, it’s 2023 and disney doesn’t have dark mode. Also pkease work on your data transmission, it’s so annoying to get buffer or endless loading while watching!",2,"Ayolah, ini tahun 2023 dan Disney tidak memiliki mode gelap. Tolong juga tingkatkan transmisi data Anda, sangat menjengkelkan jika ada buffer atau pemuatan tanpa akhir saat menonton!"
2023-03-16,Kenapa ga bisa buat nonton radha krishna yaa? Mau nonton harus sesuai sama negara nya kah? Tolong tingkatkan lagi supaya bisa nonton film dari semua negara🙏🏻,4,Kenapa ga bisa buat nonton radha krishna yaa? Mau nonton harus sesuai sama negara nya kah? Tolong tingkatkan lagi supaya bisa nonton film dari semua negara🙏🏻
2023-03-14,I already paid the subscription but it doesn’t let me watch even a single video. I paid with mobile connection and that’s By.U.,1,Saya sudah membayar langganannya tetapi saya tidak bisa menonton satu video pun. Saya membayar dengan koneksi seluler dan itu By.U.
2023-03-12,Sudah bayar nggk bisa login,1,Sudah bayar nggk bisa login
2023-03-12,Saya mau beli pas masuk pakai nomor hp tapi gabisa,1,Saya mau beli pas masuk pakai nomor hp tapi gabisa
2023-03-04,"pakai nomer lain bisa masuk, sedangkan nmr saya sendiri tidak bisa masuk. buat dapetin kode otpnya susah banget",3,"pakai nomer lain bisa masuk, sedangkan nmr saya sendiri tidak bisa masuk. buat dapetin kode otpnya susah banget"
2023-03-11,"Sudah langganan jalan 6 bulan, mau login di perangkat lain ga bisa. Kode otp tidak respon, tidak ada sms masuk.. via call jg tidak bisa. Ada apa ini? Apakah sudah berhenti kerjasama dgn telkom?",1,"Sudah langganan jalan 6 bulan, mau login di perangkat lain ga bisa. Kode otp tidak respon, tidak ada sms masuk.. via call jg tidak bisa. Ada apa ini? Apakah sudah berhenti kerjasama dgn telkom?"
2023-03-09,"Mau Login aja susah ngga masuk"" kode OTP nya",1,Baru mau login susah gak masukin kode OTPnya
2023-03-05,"I have problem to connect my account to my Tv, from TV monitor the app told me to go to hotstar website and then enter the code that shows on the screen, but it turns out I can not access the website because I was automatically diverted to the mobile app. When I tried to access the website through my laptop I have to input my phone number and I haven’t received any OTP codes after that. It was making me very frustrated, I will think again to extend my subscription if you can not fix this.",1,"Saya mempunyai masalah untuk menghubungkan akun saya ke TV saya, dari monitor TV aplikasi menyuruh saya untuk pergi ke situs web hotstar dan kemudian memasukkan kode yang muncul di layar, tetapi ternyata saya tidak dapat mengakses situs web tersebut karena saya otomatis dialihkan ke aplikasi seluler. Ketika saya mencoba mengakses situs web melalui laptop saya, saya harus memasukkan nomor telepon saya dan saya belum menerima kode OTP apa pun setelah itu. Itu membuat saya sangat frustrasi, saya akan berpikir lagi untuk memperpanjang langganan saya jika Anda tidak dapat memperbaikinya."
2023-03-04,kenapa tidak bisa dark mode di ios? mata saya sakit liat interface nya kecerahan,1,kenapa tidak bisa dark mode di ios? mata saya sakit liat interface nya kecerahan
2023-03-02,"I bought the disney+ package from My Telkomsel app and when I logged in with same number, the disney+ app keep asking me to subscribe whenever I want to watch movies even though I already subscribing. Please fix, I spent money to subscribe this app but I can’t use it. Also, the OTP number often cost so much time to send to my number.",2,"Saya membeli paket disney+ dari aplikasi My Telkomsel dan ketika saya login dengan nomor yang sama, aplikasi disney+ tetap meminta saya untuk berlangganan setiap kali saya ingin menonton film meskipun saya sudah berlangganan. Tolong diperbaiki, saya mengeluarkan uang untuk berlangganan aplikasi ini tetapi saya tidak dapat menggunakannya. Selain itu, nomor OTP seringkali membutuhkan banyak waktu untuk dikirim ke nomor saya."
2023-03-02,Yesterday i was purchased for one year and right now I can’t login in my phone and my tv. Very bad apps you should learn from other streaming apps that easily connect phone or tv. Really wish I didn’t susbscribed the package yesterday,1,"Kemarin saya dibeli selama satu tahun dan saat ini saya tidak bisa login di ponsel dan TV saya. Aplikasi yang sangat buruk, Anda harus belajar dari aplikasi streaming lain yang dengan mudah menghubungkan ponsel atau TV. Seandainya saja saya tidak berlangganan paket kemarin"
2023-03-02,"Don’t just remake all movie dark, give the dark them to ios app",1,"Jangan hanya membuat ulang semua film yang gelap, berikan yang gelap ke aplikasi iOS"
